"Site";"Replicate";"Tax_ID";"Size";"Density";"Latitude";"Longitude";"Location";"Country";"Year";"Date";"Depth";"DatasetID";"Area";"Archipelago";"Method"
"ST_A";"1";"Acanthurus pyroferus";16;1;"-9.779571";"161.946865";"Ulawa Island";"Solomon Islands";2018;"2018-06-21";8,838768668089;"DATA4";"Pacific";"Solomon Islands";"Belt transect"
"ST_A";"1";"Balistapus undulatus";13;1;"-9.779571";"161.946865";"Ulawa Island";"Solomon Islands";2018;"2018-06-21";8,838768668089;"DATA4";"Pacific";"Solomon Islands";"Belt transect"
"ST_A";"1";"Balistapus undulatus";14;1;"-9.779571";"161.946865";"Ulawa Island";"Solomon Islands";2018;"2018-06-21";8,838768668089;"DATA4";"Pacific";"Solomon Islands";"Belt transect"
"ST_A";"1";"Centropyge bicolor";8;2;"-9.779571";"161.946865";"Ulawa Island";"Solomon Islands";2018;"2018-06-21";8,838768668089;"DATA4";"Pacific";"Solomon Islands";"Belt transect"
"ST_A";"1";"Centropyge bicolor";9;2;"-9.779571";"161.946865";"Ulawa Island";"Solomon Islands";2018;"2018-06-21";8,838768668089;"DATA4";"Pacific";"Solomon Islands";"Belt transect"
"ST_A";"1";"Centropyge bicolor";10;1;"-9.779571";"161.946865";"Ulawa Island";"Solomon Islands";2018;"2018-06-21";8,838768668089;"DATA4";"Pacific";"Solomon Islands";"Belt transect"
"ST_A";"1";"Centropyge flavissima";10;2;"-9.779571";"161.946865";"Ulawa Island";"Solomon Islands";2018;"2018-06-21";8,838768668089;"DATA4";"Pacific";"Solomon Islands";"Belt transect"
"ST_A";"1";"Chaetodon lineolatus";21;2;"-9.779571";"161.946865";"Ulawa Island";"Solomon Islands";2018;"2018-06-21";8,838768668089;"DATA4";"Pacific";"Solomon Islands";"Belt transect"
"ST_A";"1";"Chaetodon lunulatus";10;2;"-9.779571";"161.946865";"Ulawa Island";"Solomon Islands";2018;"2018-06-21";8,838768668089;"DATA4";"Pacific";"Solomon Islands";"Belt transect"
"ST_A";"1";"Chaetodon semeion";13;2;"-9.779571";"161.946865";"Ulawa Island";"Solomon Islands";2018;"2018-06-21";8,838768668089;"DATA4";"Pacific";"Solomon Islands";"Belt transect"
"ST_A";"1";"Cheilinus fasciatus";9;1;"-9.779571";"161.946865";"Ulawa Island";"Solomon Islands";2018;"2018-06-21";8,838768668089;"DATA4";"Pacific";"Solomon Islands";"Belt transect"
"ST_A";"1";"Chlorurus bleekeri";21;2;"-9.779571";"161.946865";"Ulawa Island";"Solomon Islands";2018;"2018-06-21";8,838768668089;"DATA4";"Pacific";"Solomon Islands";"Belt transect"
"ST_A";"1";"Chlorurus bleekeri";23;1;"-9.779571";"161.946865";"Ulawa Island";"Solomon Islands";2018;"2018-06-21";8,838768668089;"DATA4";"Pacific";"Solomon Islands";"Belt transect"
"ST_A";"1";"Chlorurus sordidus";12;1;"-9.779571";"161.946865";"Ulawa Island";"Solomon Islands";2018;"2018-06-21";8,838768668089;"DATA4";"Pacific";"Solomon Islands";"Belt transect"
"ST_A";"1";"Chlorurus sordidus";14;12;"-9.779571";"161.946865";"Ulawa Island";"Solomon Islands";2018;"2018-06-21";8,838768668089;"DATA4";"Pacific";"Solomon Islands";"Belt transect"
"ST_A";"1";"Ctenochaetus striatus";14;6;"-9.779571";"161.946865";"Ulawa Island";"Solomon Islands";2018;"2018-06-21";8,838768668089;"DATA4";"Pacific";"Solomon Islands";"Belt transect"
"ST_A";"1";"Ctenochaetus striatus";15;5;"-9.779571";"161.946865";"Ulawa Island";"Solomon Islands";2018;"2018-06-21";8,838768668089;"DATA4";"Pacific";"Solomon Islands";"Belt transect"
"ST_A";"1";"Forcipiger flavissimus";12;2;"-9.779571";"161.946865";"Ulawa Island";"Solomon Islands";2018;"2018-06-21";8,838768668089;"DATA4";"Pacific";"Solomon Islands";"Belt transect"
"ST_A";"1";"Gomphosus varius";9;1;"-9.779571";"161.946865";"Ulawa Island";"Solomon Islands";2018;"2018-06-21";8,838768668089;"DATA4";"Pacific";"Solomon Islands";"Belt transect"
"ST_A";"1";"Hemigymnus melapterus";16;1;"-9.779571";"161.946865";"Ulawa Island";"Solomon Islands";2018;"2018-06-21";8,838768668089;"DATA4";"Pacific";"Solomon Islands";"Belt transect"
"ST_A";"1";"Monotaxis heterodon";13;2;"-9.779571";"161.946865";"Ulawa Island";"Solomon Islands";2018;"2018-06-21";8,838768668089;"DATA4";"Pacific";"Solomon Islands";"Belt transect"
"ST_A";"1";"Parupeneus multifasciatus";7;1;"-9.779571";"161.946865";"Ulawa Island";"Solomon Islands";2018;"2018-06-21";8,838768668089;"DATA4";"Pacific";"Solomon Islands";"Belt transect"
"ST_A";"1";"Parupeneus multifasciatus";12;1;"-9.779571";"161.946865";"Ulawa Island";"Solomon Islands";2018;"2018-06-21";8,838768668089;"DATA4";"Pacific";"Solomon Islands";"Belt transect"
"ST_A";"1";"Scarus dimidiatus";7;1;"-9.779571";"161.946865";"Ulawa Island";"Solomon Islands";2018;"2018-06-21";8,838768668089;"DATA4";"Pacific";"Solomon Islands";"Belt transect"
"ST_A";"1";"Scarus dimidiatus";12;1;"-9.779571";"161.946865";"Ulawa Island";"Solomon Islands";2018;"2018-06-21";8,838768668089;"DATA4";"Pacific";"Solomon Islands";"Belt transect"
"ST_A";"1";"Siganus argenteus";17;4;"-9.779571";"161.946865";"Ulawa Island";"Solomon Islands";2018;"2018-06-21";8,838768668089;"DATA4";"Pacific";"Solomon Islands";"Belt transect"
"ST_A";"1";"Zanclus cornutus";10;1;"-9.779571";"161.946865";"Ulawa Island";"Solomon Islands";2018;"2018-06-21";8,838768668089;"DATA4";"Pacific";"Solomon Islands";"Belt transect"
"ST_A";"1";"Zanclus cornutus";13;3;"-9.779571";"161.946865";"Ulawa Island";"Solomon Islands";2018;"2018-06-21";8,838768668089;"DATA4";"Pacific";"Solomon Islands";"Belt transect"
