"Year";"Site";"Replicate";"Tax_ID";"Cover";"Location";"Latitude";"Longitude";"Depth";"DatasetID";"Area";"Country";"Archipelago"
2014;"SL4";1;"ACANTHASTREA";0,16129;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";1;"ACROPORA";0,322257;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";1;"COSCINARAEA";0,16129;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";1;"CYPHASTREA";0,080645;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";1;"DIPSASTREA";0,321933;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";1;"Merulinid Sp";0,080645;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";1;"FAVITES";0,241612;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";1;"FUNGIA";0,080645;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";1;"GALAXEA";0,080645;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";1;"GARDINEROSERIS";0,321285;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";1;"ISOPORA";1,369024;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";1;"MONTIPORA";4,749644;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";1;"NON-ACROPORA CORAL";0,16129;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";1;"PAVONA";0,804832;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";1;"PLATYGYRA";0,080645;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";1;"POCILLOPORA";0,563868;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";1;"PORITES";12,23863;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";1;"SCAPOPHYLLIA";0,080645;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";1;"SERIATOPORA";0,080321;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";1;"STYLOPHORA";0,886125;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";2;"ACROPORA";0,240643;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";2;"ASTREOPORA";0,08;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";2;"DIPSASTREA";0,401288;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";2;"Merulinid Sp";0,160645;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";2;"FAVITES";0,400321;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";2;"ISOPORA";1,525143;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";2;"MERULINA";0,08;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";2;"MONTIPORA";3,290618;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";2;"NON-ACROPORA CORAL";0,240966;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";2;"PACHYSERIS";0,08;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";2;"PAVONA";0,64193;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";2;"PLATYGYRA";0,16;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";2;"POCILLOPORA";0,562573;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";2;"PORITES";6,264146;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";2;"PSAMMOCORA";0,08;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";2;"STYLOPHORA";0,240645;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";3;"ACROPORA";0,08;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";3;"COELOSERIS";0,08;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";3;"Merulinid Sp";0,08;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";3;"FAVITES";0,16;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";3;"ISOPORA";0,240321;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";3;"MONTIPORA";1,280643;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";3;"NON-ACROPORA CORAL";0,08;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";3;"PAVONA";0,08;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";3;"PORITES";3,521285;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";3;"SERIATOPORA";0,08;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL4";3;"STYLOPHORA";0,08;"Isla Solarte";9,326095;-82,220477;4,00001232;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";1;"ACROPORA";14,74024;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";1;"ASTREOPORA";0,400321;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";1;"CYPHASTREA";0,561606;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";1;"ECHINOPORA";0,160321;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";1;"DIPSASTREA";0,560964;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";1;"Merulinid Sp";0,08;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";1;"FAVITES";0,561285;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";1;"FUNGIA";0,24;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";1;"GALAXEA";0,08;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";1;"HERPOLITHA";0,080321;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";1;"ISOPORA";2,965783;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";1;"LEPTOSERIS";0,08;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";1;"MONTIPORA";11,37446;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";1;"MYCEDIUM";0,08;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";1;"NON-ACROPORA CORAL";0,240321;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";1;"PAVONA";0,961606;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";1;"PLATYGYRA";0,160321;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";1;"POCILLOPORA";2,803534;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";1;"PORITES";7,371888;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";1;"SERIATOPORA";0,16;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";2;"ACROPORA";14,44968;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";2;"ASTREOPORA";0,16;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";2;"CYPHASTREA";0,481935;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";2;"ECHINOPORA";0,080645;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";2;"DIPSASTREA";0,721935;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";2;"Merulinid Sp";0,563226;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";2;"FAVITES";0,320645;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";2;"FUNGIA";0,160645;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";2;"GALAXEA";0,08;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";2;"GARDINEROSERIS";0,080645;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";2;"ISOPORA";5,209677;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";2;"MONTIPORA";7,700645;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";2;"NON-ACROPORA CORAL";0,08;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";2;"PACHYSERIS";0,08;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";2;"PAVONA";2,168387;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";2;"PLATYGYRA";0,24129;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";2;"POCILLOPORA";3,532258;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";2;"PORITES";10,90903;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";2;"SERIATOPORA";0,480645;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";3;"ACROPORA";13,20996;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";3;"ASTREOPORA";0,08;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";3;"COELOSERIS";0,08;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";3;"CYPHASTREA";0,48;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";3;"ECHINOPORA";0,16;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";3;"DIPSASTREA";0,640321;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";3;"Merulinid Sp";0,400321;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";3;"FAVITES";0,24;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";3;"FUNGIA";0,16;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";3;"GALAXEA";0,240643;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";3;"HERPOLITHA";0,160321;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";3;"ISOPORA";2,320964;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";3;"MERULINA";0,08;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";3;"MONTIPORA";6,246426;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";3;"NON-ACROPORA CORAL";0,4;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";3;"PAVONA";1,041606;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";3;"PECTINIA";0,24;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";3;"POCILLOPORA";4,244819;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";3;"PORITES";17,77863;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS2";3;"SERIATOPORA";0,560321;"Isla Carenero";9,354301;-82,231663;8,40001368;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";1;"ACROPORA";4,64;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";1;"ASTREOPORA";0,08;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";1;"COELOSERIS";0,24;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";1;"CYPHASTREA";0,16;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";1;"DIPLOASTREA";0,16;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";1;"ECHINOPORA";3,52;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";1;"DIPSASTREA";1,2;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";1;"Merulinid Sp";0,24;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";1;"FAVITES";0,24;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";1;"GALAXEA";0,08;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";1;"GARDINEROSERIS";0,08;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";1;"HYDNOPHORA";0,08;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";1;"ISOPORA";5,44;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";1;"LEPTASTREA";0,08;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";1;"LEPTORIA";0,16;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";1;"LOBOPHYLLIA...35";0,08;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
